wo_id,vin,opened,odometer,complaint,dtc_code,procedure_id,comeback
WO-011733,HAR35V20210787,2025-11-20,107717,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011734,HAR35V20210787,2023-11-17,99311,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011735,HAR35V20190789,2023-02-17,115845,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011736,HAR35V20220737,2025-10-25,34010,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011737,HAR35V20210764,2024-08-24,25797,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011738,HAR35V20230775,2024-07-15,47462,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011739,HAR35V20220756,2024-09-11,76364,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011740,HAR35V20190738,2023-04-18,118718,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011741,HAR35V20200742,2023-01-02,32069,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011742,HAR35V20220798,2024-05-27,88378,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011743,HAR35V20210715,2023-01-03,78261,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011744,HAR35V20190738,2023-07-20,128483,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011745,HAR35V20210713,2025-05-25,35664,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011746,HAR35V20200795,2024-08-22,39514,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011747,HAR35V20190704,2023-01-21,107726,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011748,HAR35V20200754,2025-11-19,70685,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011749,HAR35V20220709,2025-11-23,130846,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011750,HAR35V20190789,2024-05-25,66652,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011751,HAR35V20210723,2025-06-26,124698,HVAC blower motor circuit malfunction,B1352,PROC-BLOWER,false
WO-011752,FAL20T20210091,2023-04-12,33097,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011753,FAL20T20230040,2024-10-12,109710,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011754,FAL20T20190039,2025-11-04,102888,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011755,FAL20T20220014,2025-09-01,131665,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011756,FAL20T20190068,2025-04-05,25936,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011757,FAL20T20220072,2025-09-23,33080,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011758,FAL20T20190068,2025-02-27,59175,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011759,FAL20T20230045,2024-01-17,138112,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011760,FAL20T20220002,2025-08-26,59245,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011761,FAL20T20230040,2023-01-03,29318,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011762,FAL20T20200017,2024-12-08,51387,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011763,FAL20T20190004,2025-03-12,103565,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011764,FAL20T20230022,2024-09-24,55707,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011765,FAL20T20200037,2023-06-01,128308,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011766,FAL20T20200047,2023-02-02,127973,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011767,FAL20T20190032,2024-05-05,74570,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011768,FAL20T20210090,2025-04-11,77517,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011769,FAL20T20230046,2024-02-03,101619,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011770,FAL20T20200081,2024-04-03,117160,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011771,FAL20T20200037,2025-03-13,39862,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011772,FAL20T20190006,2024-07-23,56421,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011773,FAL20T20210091,2024-10-15,124059,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011774,FAL20T20230042,2024-06-05,76771,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011775,FAL20T20210000,2023-02-19,126320,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011776,FAL20T20200067,2023-01-09,139946,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011777,FAL20T20220014,2024-03-04,132541,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011778,FAL20T20230033,2024-11-04,25629,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011779,FAL20T20200031,2024-09-24,99508,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011780,FAL20T20230093,2025-08-24,70470,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011781,FAL20T20210073,2025-12-04,88622,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011782,FAL20T20200066,2024-06-13,37704,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011783,FAL20T20220029,2024-04-21,83689,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011784,FAL20T20190078,2024-05-14,54470,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011785,FAL20T20210075,2023-10-16,62356,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011786,FAL20T20190087,2025-04-02,55922,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011787,FAL1620210103,2024-01-22,60768,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011788,FAL1620220170,2024-05-24,52002,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011789,FAL1620210108,2024-11-22,54946,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011790,FAL1620230192,2023-03-03,86105,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011791,FAL1620220170,2023-03-24,77311,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011792,FAL1620200137,2023-08-27,25881,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011793,FAL1620220131,2024-06-22,132826,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011794,FAL1620230185,2023-05-16,66307,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011795,FAL1620200119,2025-12-17,68676,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011796,FAL1620230192,2025-06-27,25125,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011797,FAL1620190190,2025-11-26,25314,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011798,FAL1620230156,2025-07-25,95777,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011799,FAL1620200147,2023-01-16,99042,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011800,FAL1620220175,2024-02-07,65983,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011801,FAL1620200130,2025-05-26,100146,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011802,FAL1620190189,2024-05-06,30695,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011803,FAL1620210129,2025-01-22,101437,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011804,FAL1620200176,2024-09-18,115837,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011805,FAL1620210196,2025-03-19,82583,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011806,FAL1620200151,2024-09-22,135119,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011807,FAL1620210154,2025-05-04,56081,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011808,FAL1620230128,2024-07-07,128274,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011809,FAL1620210111,2024-08-23,77568,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011810,FAL1620200142,2025-12-07,81591,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011811,FAL1620200194,2023-09-21,44900,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011812,FAL1620230104,2025-07-11,78552,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011813,FAL1620210133,2025-09-01,49913,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011814,FAL1620190161,2023-08-22,29943,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011815,HER2520210225,2024-06-06,124276,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011816,HER2520210249,2024-05-22,45344,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011817,HER2520230231,2024-08-23,92945,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011818,HER2520200230,2025-01-01,100668,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011819,HER2520230231,2023-11-26,101365,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011820,HER2520190224,2023-08-22,136142,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011821,HER2520200275,2024-09-10,87995,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011822,HER2520200250,2024-08-12,54445,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011823,HER2520210294,2023-06-04,89404,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011824,HER2520190200,2023-06-20,116488,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011825,HER2520230236,2023-02-20,49338,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011826,HER2520220289,2025-02-15,48088,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011827,HER2520200298,2023-11-06,104153,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011828,HER2520220280,2024-11-27,94205,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011829,HER2520230231,2025-05-17,32160,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011830,HER2520220205,2023-05-14,28993,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011831,HER2520210225,2025-04-19,133440,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011832,HER2520200240,2024-05-24,34582,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011833,HER2520200240,2023-11-18,136418,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011834,HER2520190282,2025-11-04,74191,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011835,HER2520210294,2024-09-21,27606,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011836,HER2520210294,2023-03-28,32741,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011837,HER2520230226,2024-04-01,41440,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011838,HER2520210225,2025-11-02,135325,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011839,HER2520230226,2025-04-28,55740,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011840,HER2520200235,2023-08-27,41481,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011841,HER2520210252,2024-10-26,109892,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011842,HER2520190209,2025-01-18,103533,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011843,HER2520190246,2024-08-18,71743,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011844,HER2520230214,2025-01-04,65638,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011845,HER2520220289,2023-04-01,95211,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011846,HER2520210252,2024-12-26,36610,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011847,HER2520190246,2024-07-02,103322,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011848,HER2520220293,2024-09-23,94545,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011849,HER2520200237,2024-01-02,38615,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011850,VEG2420211549,2025-04-23,59661,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011851,VEG2420211595,2025-09-01,56422,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011852,VEG2420211566,2024-05-12,58830,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011853,VEG2420211544,2023-06-10,76258,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011854,VEG2420211537,2025-02-21,136006,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011855,VEG2420191582,2023-11-07,95191,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011856,VEG2420231526,2024-04-15,82492,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011857,VEG2420221500,2024-11-05,105897,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011858,VEG2420191527,2023-03-18,42424,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011859,VEG2420191509,2024-09-24,68055,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011860,VEG2420231573,2024-06-27,37297,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011861,VEG2420231564,2023-12-02,41684,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011862,VEG2420191519,2025-06-06,33425,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011863,VEG2420221546,2023-08-08,120202,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011864,VEG2420211549,2025-10-16,96109,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011865,VEG2420221538,2025-12-11,34857,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011866,VEG2420231526,2023-09-24,27379,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011867,VEG2420211513,2024-07-17,46802,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011868,VEG2420231559,2023-08-23,125679,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011869,VEG2420211513,2023-12-23,36287,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011870,VEG2420201506,2023-02-27,38953,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011871,VEG2420201518,2023-08-02,89960,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011872,VEG2420191529,2023-05-20,57851,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011873,VEG2420191568,2025-03-14,27535,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011874,VEG2420231559,2023-07-06,94384,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011875,VEG2420191565,2025-01-24,21412,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011876,VEG2420201587,2024-10-21,64832,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011877,VEG2420201518,2025-05-21,114222,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011878,VEG2420211580,2024-10-02,126160,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011879,VEG2420211554,2023-04-11,54087,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011880,VEGEV120211631,2023-04-28,64731,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011881,VEGEV120231625,2024-12-23,66613,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011882,VEGEV120201654,2023-05-10,98871,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011883,VEGEV120211613,2024-02-12,37178,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011884,VEGEV120231632,2025-06-07,128154,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011885,VEGEV120201642,2025-02-12,45511,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011886,VEGEV120191600,2025-07-03,112298,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011887,VEGEV120191628,2024-01-23,101315,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011888,VEGEV120201614,2023-11-20,74731,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011889,VEGEV120211663,2023-10-21,57833,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011890,VEGEV120211640,2023-12-09,62451,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011891,VEGEV120191664,2023-07-16,128573,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011892,VEGEV120221609,2025-06-02,103694,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011893,VEGEV120201691,2024-06-16,64898,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011894,VEGEV120201622,2025-01-17,51212,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011895,VEGEV120201620,2023-05-16,53774,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011896,VEGEV120201659,2023-10-14,42792,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011897,VEGEV120221681,2025-09-15,98125,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011898,VEGEV120201642,2025-08-19,38552,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011899,VEGEV120201620,2023-05-22,117896,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011900,VEGEV120221668,2023-04-28,63206,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011901,VEGEV120231698,2025-02-16,113792,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011902,VEGEV120201624,2023-07-28,108347,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011903,VEGEV120211678,2024-08-07,98408,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011904,VEGEV120211615,2025-11-13,60964,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011905,VEGEV120221684,2025-02-07,89772,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011906,VEGEV120201660,2025-05-12,23977,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011907,KES15T20210427,2025-04-15,121510,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011908,KES15T20210427,2024-09-19,75761,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011909,KES15T20220411,2023-08-10,52761,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011910,KES15T20210490,2023-04-24,138335,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011911,KES15T20190479,2025-09-01,104937,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011912,KES15T20190429,2025-11-08,34231,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011913,KES15T20220465,2023-09-02,49781,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011914,KES15T20200489,2024-12-24,94409,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011915,KES15T20220465,2023-06-10,104966,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011916,KES15T20190496,2023-06-08,77026,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011917,KES15T20190462,2023-05-07,30473,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011918,KES15T20230444,2025-01-12,119463,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011919,KES15T20220440,2023-08-17,58358,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011920,KES15T20200480,2025-09-10,36385,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011921,KES15T20190473,2025-01-20,29383,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011922,KES15T20220411,2023-03-23,35253,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011923,KES15T20210490,2023-04-22,30579,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011924,KES15T20190415,2023-07-04,51649,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011925,KES15T20230446,2025-09-09,129157,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011926,KES15T20200477,2025-03-16,31106,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011927,KES15T20190422,2023-11-15,100139,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011928,KES15T20230488,2023-12-28,120876,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011929,KES15T20190432,2023-04-21,51748,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011930,KES15T20220407,2025-02-10,126071,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011931,KES15T20200480,2025-03-28,29196,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011932,KES15T20190492,2024-05-05,72866,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011933,KES15T20200406,2025-07-25,43866,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011934,KES15T20230444,2023-09-27,65312,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011935,KES15T20230446,2023-12-24,63753,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011936,KES15T20210493,2024-05-03,44828,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011937,KES15T20190476,2024-04-04,40600,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011938,KES15T20210438,2025-11-05,64063,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011939,KES15T20230419,2024-03-24,67532,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011940,KES15T20230408,2023-06-07,137889,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011941,KES20H20210563,2024-08-05,122565,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011942,KES20H20200536,2024-07-07,27222,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011943,KES20H20200565,2024-06-09,70614,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011944,KES20H20190551,2023-12-06,138284,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011945,KES20H20210583,2024-10-21,99821,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011946,KES20H20200512,2024-08-28,124364,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011947,KES20H20220569,2023-02-21,22763,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011948,KES20H20210552,2025-03-23,48236,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011949,KES20H20230567,2024-12-06,120028,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011950,KES20H20220566,2024-02-16,109057,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011951,KES20H20230591,2024-06-05,76012,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011952,KES20H20210583,2024-11-12,139497,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011953,KES20H20190551,2025-05-04,91391,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011954,KES20H20210541,2024-01-26,117117,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011955,KES20H20230543,2025-07-26,28932,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011956,KES20H20210544,2025-05-13,61831,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011957,KES20H20230576,2025-09-26,133991,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011958,KES20H20190568,2025-07-16,49231,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011959,KES20H20230567,2023-07-25,125344,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011960,KES20H20220523,2025-03-27,29758,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011961,KES20H20210522,2023-02-14,125100,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011962,KES20H20210510,2024-07-26,114722,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011963,KES20H20220508,2024-03-03,66787,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011964,KES20H20210537,2023-03-04,100651,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011965,KES20H20200590,2024-09-26,126132,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011966,KES20H20210556,2024-12-08,124002,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011967,KES20H20230567,2025-07-11,71181,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011968,KES20H20220505,2023-11-16,29412,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011969,RID67T20191279,2024-07-18,135266,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011970,RID67T20231245,2024-10-01,123485,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011971,RID67T20231251,2024-06-26,59363,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011972,RID67T20201246,2025-09-06,78159,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011973,RID67T20201295,2024-07-24,22263,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011974,RID67T20191205,2025-07-10,129090,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011975,RID67T20191235,2023-03-13,56442,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011976,RID67T20221273,2025-01-07,126141,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011977,RID67T20231274,2023-04-21,90322,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011978,RID67T20191277,2024-02-18,99321,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011979,RID67T20221224,2024-09-23,102106,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011980,RID67T20211236,2023-03-20,66090,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011981,RID67T20221270,2025-10-28,25453,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011982,RID67T20221293,2024-04-09,46405,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011983,RID67T20201268,2024-03-21,62804,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011984,RID67T20221257,2023-11-07,94177,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011985,RID67T20221252,2024-11-26,84289,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011986,RID67T20231284,2025-03-06,59366,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011987,RID67T20201218,2024-08-25,136372,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011988,RID67T20221270,2023-07-10,129113,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011989,RID67T20231245,2023-02-05,30466,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011990,RID67T20231215,2025-04-17,84871,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011991,RID67T20201291,2023-04-14,27800,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011992,RID67T20201278,2025-09-19,122776,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011993,RID67T20211298,2025-09-28,90977,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011994,RID67T20191287,2023-10-18,105116,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011995,RID67T20221285,2023-06-01,25293,Module configuration failure,B2477,PROC-BCM-CONFIG,true
WO-011996,RID67T20191266,2025-11-21,69419,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011997,RID67T20191272,2023-05-23,139451,Module configuration failure,B2477,PROC-BCM-CONFIG,false
WO-011998,RID67T20221219,2023-09-26,69384,Module configuration failure,B2477,PROC-BCM-CONFIG,false
